episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health
154,590,716.6392158771577,10,3,7,30
155,636,1002.0924344840522,10,3,7,30
156,716,1493.5553414862798,10,3,7,30
157,966,3851.92026781182,10,5,5,50
158,653,932.9582612764002,10,3,7,30
159,1060,4814.173644242628,10,4,6,40
160,895,2580.2026168653847,10,3,7,30
161,647,1182.9261049966428,10,3,7,30
162,562,388.7960996794108,10,3,7,30
163,557,654.9845652800757,10,4,6,40
164,677,2025.6921642943194,10,5,5,50
165,440,-169.36722622024456,10,3,7,30
166,769,2234.2593687402928,10,4,6,40
167,582,118.70685577776354,10,1,9,10
168,946,3601.4186175741775,10,5,5,50
169,641,1622.3440714315727,10,4,6,40
170,1060,4834.768550870177,10,6,4,60
171,805,1957.0229361651084,10,1,9,10
172,638,1216.8636540713205,10,4,6,40
173,611,1547.000744963012,10,7,3,70
174,460,-323.3093494976932,10,2,8,20
175,497,221.64920427841332,10,4,6,40
176,787,2744.8055286999447,10,5,5,50
177,577,598.0023889283506,10,3,7,30
178,566,868.1465061477232,10,4,6,40
179,587,411.9236263932152,10,2,8,20
180,639,1150.0086650162439,10,3,7,30
181,523,573.1219359195132,10,5,5,50
182,609,925.6776364201564,10,4,6,40
183,564,-491.15024435445076,10,1,9,10
184,870,3122.078904710414,10,4,6,40
185,572,517.8399783316474,10,2,8,20
186,703,1995.841001509522,10,4,6,40
187,569,734.7398890202851,10,5,5,50
188,490,123.46528058699545,10,5,5,50
189,662,1430.238363252322,10,3,7,30
190,1062,3835.9386752053,10,4,6,40
191,465,-342.5323013575378,10,2,8,20
192,494,293.33890919434634,10,5,5,50
193,706,2201.7525422700996,10,4,6,40
194,571,567.4542953762128,10,5,5,50
195,845,2900.7687808349865,10,5,5,50
196,463,280.8166819433986,10,4,6,40
197,506,1071.5673966207291,10,5,5,50
198,835,2819.852306693967,10,3,7,30
199,821,2539.090657575521,10,4,6,40
200,899,2763.0316122219506,10,3,7,30
201,858,3459.5790513213674,10,5,5,50
202,643,1797.5139996978692,10,6,4,60
203,554,387.7982182026758,10,4,6,40
204,976,3121.7286060688866,10,3,7,30
205,496,13.61859333196685,10,3,7,30
206,592,482.6321775272539,10,3,7,30
207,643,1135.5710154639405,10,4,6,40
208,807,1758.1728704730235,10,2,8,20
209,508,-109.55258235573898,10,2,8,20
210,514,173.66305472257778,10,2,8,20
211,728,1765.129482335023,10,3,7,30
212,410,-10.839625692726235,10,5,5,50
213,669,108.33707753957988,10,1,9,10
214,494,-355.41756958778114,10,1,9,10
215,942,3129.2625606441597,10,5,5,50
216,450,181.4828197206105,10,4,6,40
217,566,-26.98502359596551,10,3,7,30
218,762,2794.4710388658214,10,5,5,50
219,888,2898.834410974765,10,5,5,50
220,958,4137.67890738834,10,4,6,40
221,653,1642.1582657098677,10,5,5,50
222,505,1119.5528862356828,10,6,4,60
223,573,333.1086894101983,10,4,6,40
224,499,135.3961400749941,10,3,7,30
225,503,707.7438775187383,10,6,4,60
226,621,1336.4517226412538,10,5,5,50
227,487,-38.898725135795736,10,4,6,40
228,578,862.9954154770912,10,3,7,30
229,814,2456.6164793778994,10,4,6,40
230,674,1105.1280141905218,10,2,8,20
231,807,2325.5799431026903,10,3,7,30
232,722,1471.0557618170028,10,4,6,40
233,417,-10.618215018521003,10,4,6,40
234,565,666.2070481822104,10,5,5,50
235,896,2481.2510484951385,10,2,8,20
236,553,450.7523435581926,10,5,5,50
237,730,2053.579719515989,10,4,6,40
238,765,2364.218123106304,10,4,6,40
239,842,3435.204954205042,10,5,5,50
240,632,795.601570396742,10,1,9,10
241,547,608.988267500515,10,5,5,50
242,461,277.6151326255368,10,5,5,50
243,873,3345.2452700120434,10,4,6,40
244,570,607.2279525541308,10,4,6,40
245,783,2247.68617282983,10,3,7,30
246,766,2445.7817713416275,10,4,6,40
247,565,644.6836516468454,10,4,6,40
248,456,-341.4881052437162,10,2,8,20
249,640,1004.8477954448006,10,3,7,30
250,657,1622.859293509276,10,3,7,30
251,567,307.14831743512127,10,4,6,40
252,733,1568.0336605895016,10,2,8,20
253,699,1535.4087692508722,10,3,7,30
254,567,394.9906559068954,10,3,7,30
255,842,1676.5466855082382,10,2,8,20
256,428,591.437286216604,10,7,3,70
257,697,1048.8865880206256,10,2,8,20
258,715,943.7875322168353,10,2,8,20
259,454,278.93895114738103,10,5,5,50
260,571,564.9429528955551,10,4,6,40
261,509,-116.67092414599746,10,1,9,10
262,658,1669.0642805171187,10,3,7,30
263,411,-5.343021714121339,10,4,5,50
264,516,810.9355228385066,10,4,6,40
265,573,287.82329748024887,10,4,6,40
266,603,1253.449342891979,10,4,6,40
267,610,1537.0111608075051,10,5,5,50
268,560,650.6811434600486,10,4,6,40
269,489,204.43819047704542,10,4,6,40
270,1088,4645.857936055644,10,4,6,40
271,612,1275.7374635198014,10,5,5,50
272,587,1600.585421779273,10,5,5,50
273,560,450.00564425889877,10,4,6,40
274,409,-334.667518577323,10,5,5,50
275,606,822.5647494549752,10,4,6,40
276,612,929.4463505531223,10,3,7,30
277,500,-135.93020996603707,10,3,7,30
